0 1 1
0 2 1
0 3 1
0 4 1
0 5 1
0 6 1
0 7 1
0 8 1
0 9 1
0 10 1
0 11 1
0 12 1
0 13 1
0 14 1
0 15 1
0 16 1
0 17 1
0 18 1
0 19 1
0 20 1
0 21 2
0 24 2
0 26 2
0 29 2
0 31 2
0 35 2
0 37 2
0 40 2
0 42 2
0 44 3
0 45 3
0 46 3
0 47 3
0 48 3
0 49 3
0 50 3
0 51 3
0 52 3
1 0 1
1 22 5
1 23 5
1 25 5
1 27 5
1 28 5
1 30 5
1 32 5
1 33 5
1 34 5
1 36 5
1 38 5
1 39 5
1 41 5
1 43 5
1 44 6
1 45 6
1 46 6
1 47 6
1 48 6
1 49 6
1 50 6
1 51 6
1 52 6
2 0 1
2 23 5
2 25 5
2 27 5
2 34 5
2 41 5
2 44 6
2 45 6
2 46 6
2 47 6
2 49 6
2 50 6
2 51 6
3 0 1
3 25 5
3 34 5
3 41 5
3 45 6
3 46 6
3 48 6
3 49 6
3 50 6
3 51 6
4 0 1
4 22 5
4 25 5
4 27 5
4 28 5
4 30 5
4 34 5
4 41 5
4 46 6
4 49 6
4 51 6
5 0 1
5 25 5
5 30 5
5 34 5
5 36 5
5 41 5
5 46 6
5 48 6
5 49 6
5 51 6
6 0 1
6 25 5
6 28 5
6 30 5
6 32 5
6 34 5
6 41 5
6 46 6
6 49 6
6 51 6
7 0 1
7 25 5
7 32 5
7 34 5
7 36 5
7 38 5
7 41 5
7 44 6
7 46 6
7 49 6
7 50 6
7 51 6
8 0 1
8 22 5
8 23 5
8 25 5
8 32 5
8 33 5
8 34 5
8 41 5
8 46 6
8 47 6
8 48 6
8 49 6
8 51 6
9 0 1
9 22 5
9 25 5
9 28 5
9 34 5
9 41 5
9 43 5
9 44 6
9 45 6
9 46 6
9 47 6
9 49 6
9 51 6
10 0 1
10 23 5
10 25 5
10 28 5
10 34 5
10 41 5
10 45 6
10 46 6
10 49 6
10 51 6
11 0 1
11 23 5
11 25 5
11 33 5
11 34 5
11 41 5
11 45 6
11 46 6
11 48 6
11 49 6
11 51 6
11 52 6
12 0 1
12 25 5
12 34 5
12 36 5
12 38 5
12 39 5
12 41 5
12 43 5
12 46 6
12 49 6
12 50 6
12 51 6
12 52 6
13 0 1
13 25 5
13 34 5
13 36 5
13 38 5
13 39 5
13 41 5
13 43 5
13 46 6
13 49 6
13 50 6
13 51 6
13 52 6
14 0 1
14 22 5
14 30 5
14 50 6
14 51 6
15 0 1
16 0 1
17 0 1
18 0 1
19 0 1
20 0 1
21 0 2
21 22 4
21 23 4
21 44 7
22 1 5
22 4 5
22 8 5
22 9 5
22 14 5
22 21 4
23 1 5
23 2 5
23 8 5
23 10 5
23 11 5
23 21 4
24 0 2
24 25 4
24 45 7
25 1 5
25 2 5
25 3 5
25 4 5
25 5 5
25 6 5
25 7 5
25 8 5
25 9 5
25 10 5
25 11 5
25 12 5
25 13 5
25 24 4
26 0 2
26 27 4
26 28 4
26 46 7
27 1 5
27 2 5
27 4 5
27 26 4
28 1 5
28 4 5
28 6 5
28 9 5
28 10 5
28 26 4
29 0 2
29 30 4
29 47 7
30 1 5
30 4 5
30 5 5
30 6 5
30 14 5
30 29 4
31 0 2
31 32 4
31 33 4
31 34 4
31 48 7
32 1 5
32 6 5
32 7 5
32 8 5
32 31 4
33 1 5
33 8 5
33 11 5
33 31 4
34 1 5
34 2 5
34 3 5
34 4 5
34 5 5
34 6 5
34 7 5
34 8 5
34 9 5
34 10 5
34 11 5
34 12 5
34 13 5
34 31 4
35 0 2
35 36 4
35 49 7
36 1 5
36 5 5
36 7 5
36 12 5
36 13 5
36 35 4
37 0 2
37 38 4
37 39 4
37 50 7
38 1 5
38 7 5
38 12 5
38 13 5
38 37 4
39 1 5
39 12 5
39 13 5
39 37 4
40 0 2
40 41 4
40 51 7
41 1 5
41 2 5
41 3 5
41 4 5
41 5 5
41 6 5
41 7 5
41 8 5
41 9 5
41 10 5
41 11 5
41 12 5
41 13 5
41 40 4
42 0 2
42 43 4
42 52 7
43 1 5
43 9 5
43 12 5
43 13 5
43 42 4
44 0 3
44 1 6
44 2 6
44 7 6
44 9 6
44 21 7
45 0 3
45 1 6
45 2 6
45 3 6
45 9 6
45 10 6
45 11 6
45 24 7
46 0 3
46 1 6
46 2 6
46 3 6
46 4 6
46 5 6
46 6 6
46 7 6
46 8 6
46 9 6
46 10 6
46 11 6
46 12 6
46 13 6
46 26 7
47 0 3
47 1 6
47 2 6
47 8 6
47 9 6
47 29 7
48 0 3
48 1 6
48 3 6
48 5 6
48 8 6
48 11 6
48 31 7
49 0 3
49 1 6
49 2 6
49 3 6
49 4 6
49 5 6
49 6 6
49 7 6
49 8 6
49 9 6
49 10 6
49 11 6
49 12 6
49 13 6
49 35 7
50 0 3
50 1 6
50 2 6
50 3 6
50 7 6
50 12 6
50 13 6
50 14 6
50 37 7
51 0 3
51 1 6
51 2 6
51 3 6
51 4 6
51 5 6
51 6 6
51 7 6
51 8 6
51 9 6
51 10 6
51 11 6
51 12 6
51 13 6
51 14 6
51 40 7
52 0 3
52 1 6
52 11 6
52 12 6
52 13 6
52 42 7
